user_id,timestamp,dwell_mean,dwell_std,dwell_cv,flight_mean,flight_std,flight_cv,timing_entropy,total_duration,wpm,dg_th,dg_he,dg_qu,dg_br,dg_ow,dg_fo,dg_ju,dg_ov,dg_er,dg_la,dg_sp,tg_the,tg_bro,tg_own,tg_ove,tg_ver,kd_e,kd_o,kd_t,kd_h,kd_r,kd_u,kd_space,backspace_rate
user2,2026-02-27T22:47:12.058362,133.52,29.48,0.2208,343.65,221.11,0.6434,1.6776,14433.09,29.1,266.39,208.91,287.18,222.51,213.17,219.68,226.2,327.24,226.42,296.67,241.09,475.3,465.99,387.57,559.62,458.8,174.38,119.4,120.36,126.22,128.89,97.01,124.32,0.0
user2,2026-02-27T22:47:37.530625,142.25,26.83,0.1886,355.01,211.67,0.5962,2.3731,14910.32,28.17,267.21,160.63,419.14,268.34,244.28,205.72,254.57,863.78,201.23,232.94,224.67,427.83,606.55,527.48,1317.44,654.89,166.38,132.77,123.25,142.45,132.3,113.76,135.56,0.0
user2,2026-02-27T22:48:10.953335,145.16,36.25,0.2497,334.16,166.96,0.4996,2.6047,14034.67,29.93,217.76,239.34,755.94,200.25,262.19,213.43,210.24,331.24,281.33,278.83,247.86,457.1,473.1,459.64,516.68,466.77,178.85,134.87,132.44,149.86,169.78,85.74,127.87,0.0
user2,2026-02-27T22:48:30.132977,158.35,34.89,0.2203,354.0,241.49,0.6822,1.6823,14868.07,28.25,247.56,493.77,329.55,227.66,322.4,312.71,226.1,305.8,274.47,287.82,231.18,741.33,465.06,535.59,431.21,399.88,174.16,141.75,204.89,161.6,163.71,117.28,137.33,0.0
user2,2026-02-27T22:49:00.128000,140.38,44.49,0.3169,364.27,245.18,0.6731,2.0826,16027.77,26.95,196.45,574.96,210.67,174.89,327.03,309.35,233.88,296.11,289.53,260.85,282.66,771.41,437.37,533.0,481.03,474.45,171.04,124.69,196.21,166.78,136.78,101.57,127.75,0.0278
user2,2026-02-27T22:49:31.189130,129.21,25.68,0.1987,336.61,283.04,0.8409,1.3073,16157.2,26.74,143.9,191.66,410.59,177.31,256.23,212.4,229.72,355.89,233.42,233.17,219.44,343.6,431.29,414.15,498.34,375.87,138.68,117.79,144.96,133.05,129.78,86.89,122.07,0.0833
user2,2026-02-27T22:49:51.210070,141.88,29.0,0.2044,318.8,182.82,0.5735,1.9087,13389.75,31.37,187.79,470.15,310.61,141.48,229.23,243.77,242.83,367.98,264.33,226.18,314.61,657.93,376.96,375.16,567.22,463.58,154.9,129.42,177.65,166.51,145.13,96.07,134.62,0.0
user2,2026-02-27T23:31:49.356385,131.57,27.95,0.2124,314.16,190.69,0.607,1.7719,15595.02,26.93,644.13,131.12,193.68,222.42,274.45,232.08,239.13,275.92,330.62,189.35,239.43,775.24,447.43,549.66,555.9,610.6,142.12,108.18,106.91,117.18,136.93,92.84,137.96,0.0
user2,2026-02-27T23:32:08.133887,122.91,30.65,0.2494,332.05,150.11,0.4521,2.6652,13946.22,30.12,434.93,267.04,347.8,205.55,270.91,273.88,252.35,362.98,261.59,247.61,280.87,701.97,529.52,551.0,509.13,407.75,159.91,116.11,122.84,115.21,123.05,86.34,115.79,0.0
user2,2026-02-27T23:32:51.163520,129.81,35.24,0.2715,370.7,221.56,0.5977,2.1057,15569.26,26.98,370.64,454.12,295.04,218.76,234.07,290.0,483.78,318.13,194.08,243.49,261.95,824.76,536.64,460.59,541.89,417.84,158.0,107.88,81.87,139.14,117.62,104.37,140.06,0.0
user2,2026-02-27T23:33:33.320971,133.9,33.34,0.249,308.02,162.22,0.5267,2.4,12936.81,32.47,240.69,425.93,259.48,275.65,317.04,197.41,218.23,325.07,168.08,219.95,255.41,666.63,439.13,474.22,502.57,345.58,156.96,125.52,103.94,130.71,112.47,89.74,130.87,0.0
user2,2026-02-27T23:34:07.455745,133.93,30.29,0.2261,316.47,281.23,0.8887,1.0447,13291.57,31.6,213.22,216.69,222.61,261.5,256.21,192.47,223.52,383.39,189.81,190.96,203.41,429.91,503.75,441.15,541.84,348.26,167.55,118.8,104.67,142.42,129.14,90.44,127.21,0.0
user2,2026-02-27T23:34:50.596206,141.71,38.03,0.2684,339.3,188.56,0.5557,2.4378,14929.39,28.13,217.22,153.44,300.39,320.14,292.9,252.66,241.65,448.13,180.88,245.46,225.67,414.2,575.1,508.05,605.95,338.7,167.07,119.77,200.93,161.43,136.12,87.25,128.61,0.0286
user2,2026-02-27T23:35:22.282572,145.06,38.66,0.2665,388.35,276.39,0.7117,1.8245,17087.36,25.28,204.37,596.83,509.89,341.53,222.27,259.01,207.47,359.22,252.22,207.38,186.51,801.19,0.0,401.47,709.92,602.93,155.12,119.75,213.5,170.9,160.83,120.25,149.55,0.0278
user1,2026-02-28T09:41:00.245677,134.49,39.93,0.2969,264.37,193.24,0.7309,1.6778,12160.86,36.51,217.83,106.02,302.22,265.29,183.68,242.53,184.15,239.73,208.14,239.7,175.88,323.85,421.91,333.09,353.98,322.39,130.62,119.54,92.09,125.69,139.81,86.1,175.23,0.0541
user1,2026-02-28T09:41:19.463240,117.25,29.48,0.2514,288.51,203.1,0.7039,1.991,17887.84,28.85,190.69,126.12,214.36,222.69,168.87,107.48,201.92,243.02,188.11,447.25,291.44,316.81,338.56,288.13,359.21,304.3,136.95,124.95,99.03,123.43,148.27,101.08,135.43,0.2326
user1,2026-02-28T09:41:31.693009,126.39,32.52,0.2573,245.12,199.68,0.8146,1.649,10295.02,40.8,180.74,136.59,1205.55,206.98,181.74,197.29,188.49,273.41,208.72,187.63,147.93,317.33,364.77,300.72,381.98,317.29,115.26,113.02,85.96,122.55,163.27,83.25,154.18,0.0
user1,2026-02-28T09:42:00.649707,135.96,38.51,0.2832,277.98,176.88,0.6363,1.9491,26839.8,16.99,195.16,93.62,333.39,178.03,269.66,243.42,189.57,0.0,202.83,263.81,161.57,288.79,0.0,474.21,0.0,323.06,177.63,126.7,97.34,117.25,184.64,68.47,149.44,0.0789
user1,2026-02-28T09:42:26.514853,177.1,62.99,0.3557,543.33,271.1,0.499,2.4212,23906.62,18.07,412.1,363.3,0.0,702.4,675.42,246.53,632.23,679.29,440.78,424.8,482.19,775.4,1857.05,1291.45,1020.12,781.61,186.87,194.94,154.38,162.87,221.22,94.56,196.66,0.0278
user1,2026-02-28T09:42:45.038880,168.19,50.01,0.2973,403.46,137.38,0.3405,2.6915,16945.41,24.79,291.52,337.54,458.01,305.81,482.07,433.74,434.5,384.08,301.87,205.47,374.43,629.06,1028.59,1046.14,496.55,414.35,167.62,200.81,96.24,189.02,168.91,109.5,185.15,0.0
user1,2026-02-28T09:43:03.366397,149.63,37.08,0.2478,405.85,276.98,0.6825,1.3963,17045.54,24.64,276.64,279.52,626.85,244.53,413.5,336.01,306.41,412.12,244.64,212.72,323.96,556.16,543.61,685.37,570.94,403.47,134.99,166.22,100.21,102.62,156.37,149.37,151.44,0.0
user1,2026-02-28T09:43:17.436065,177.58,63.28,0.3564,293.45,95.89,0.3268,2.5992,12324.83,34.08,293.45,185.97,422.88,211.67,381.59,290.29,325.74,354.49,257.29,176.89,273.23,479.42,495.27,656.43,509.56,412.36,197.11,194.77,105.45,133.03,194.68,91.51,230.74,0.0
user1,2026-02-28T09:43:32.804557,151.34,46.88,0.3098,265.96,158.56,0.5962,1.8196,14100.33,33.19,289.81,127.51,260.81,192.02,214.35,198.15,272.17,307.37,217.6,156.17,221.08,417.33,405.37,398.08,380.82,291.06,175.43,127.93,120.93,106.75,167.44,124.43,189.95,0.1538
user1,2026-02-28T09:43:46.531562,147.12,36.22,0.2462,272.83,165.63,0.6071,1.9473,12550.29,35.38,234.44,144.63,0.0,377.36,251.73,156.56,209.32,313.99,209.27,171.93,179.35,356.62,531.36,1166.82,383.18,278.46,181.87,134.98,120.19,130.86,143.87,95.97,178.71,0.0541
user1,2026-02-28T09:44:02.779935,137.13,39.28,0.2865,275.79,145.68,0.5282,2.3195,14892.89,31.42,234.44,111.81,271.93,196.62,264.93,184.3,194.37,293.96,238.21,278.42,225.05,346.24,347.07,0.0,402.24,346.49,189.1,132.98,110.19,132.33,142.97,83.78,155.24,0.1538
user1,2026-02-28T09:44:46.762253,138.55,46.28,0.334,276.28,132.81,0.4807,2.4974,14366.64,33.41,214.75,181.48,0.0,241.35,225.84,258.06,227.02,0.0,448.02,203.74,208.97,396.23,407.54,331.02,0.0,598.71,185.03,134.56,110.36,123.05,178.22,95.59,177.15,0.125
user1,2026-02-28T09:45:22.681161,134.83,31.63,0.2346,227.5,135.08,0.5938,1.5216,9554.93,43.96,195.2,163.34,304.3,222.67,176.92,184.93,215.07,309.25,247.59,152.97,157.36,358.54,420.02,1121.2,452.09,390.42,157.21,129.96,87.58,141.93,140.99,78.5,157.19,0.0
user1,2026-02-28T09:45:41.860756,116.64,27.88,0.2391,219.7,83.5,0.3801,2.6417,9227.45,45.52,208.47,197.82,257.02,179.11,244.39,243.2,208.66,283.19,259.28,162.22,168.18,406.29,358.31,401.2,465.15,441.24,117.32,111.0,97.65,118.3,86.56,66.13,133.83,0.0
user1,2026-02-28T09:47:32.362829,127.28,79.79,0.6269,261.55,123.66,0.4728,2.2403,20851.65,23.02,243.77,219.84,437.53,272.91,250.42,248.1,201.79,272.23,229.16,206.96,214.08,463.61,484.91,470.28,384.62,341.55,117.22,117.43,91.14,123.8,126.69,86.67,136.8,0.125
user1,2026-02-28T09:47:49.939203,130.49,46.64,0.3574,274.06,182.52,0.666,1.9617,16443.74,32.11,208.34,138.7,317.68,176.97,0.0,139.84,634.64,0.0,159.76,232.68,153.67,347.04,395.55,0.0,0.0,267.25,172.69,135.35,89.26,127.8,189.24,89.54,156.58,0.2045
user1,2026-02-28T09:48:06.271208,123.3,32.67,0.265,266.95,134.27,0.503,2.4556,13881.4,34.58,209.33,161.17,509.58,177.31,0.0,126.24,235.65,256.32,205.28,135.79,169.68,370.5,337.37,0.0,394.71,343.67,150.82,129.84,95.58,107.81,147.67,78.94,133.66,0.125
user1,2026-02-28T09:49:17.354905,133.89,44.44,0.3319,288.31,182.5,0.633,1.8548,13262.08,33.48,224.58,139.52,336.28,327.21,0.0,165.56,207.68,276.57,184.02,192.16,236.11,364.09,478.22,0.0,379.9,287.35,150.71,122.27,98.77,115.51,142.71,77.99,142.2,0.0541
user1,2026-02-28T09:49:40.554736,130.03,36.98,0.2844,240.55,112.54,0.4679,2.2523,11065.28,40.13,245.11,120.96,299.35,199.03,0.0,192.74,189.73,279.28,209.97,164.27,213.2,366.07,351.04,0.0,440.78,371.47,140.18,128.62,102.97,99.05,145.59,68.12,154.79,0.0541
user1,2026-02-28T09:49:50.688989,129.09,31.38,0.2431,217.71,65.93,0.3028,2.8811,9144.01,45.93,236.18,185.34,305.53,216.37,230.49,214.26,175.8,295.52,197.64,155.06,189.83,421.52,350.09,370.03,447.4,349.52,147.71,125.67,119.02,121.76,126.28,89.19,140.57,0.0
user1,2026-02-28T09:50:02.074013,131.22,33.67,0.2566,253.57,154.44,0.6091,1.7218,10650.14,39.44,211.69,150.91,348.52,193.3,695.57,210.84,180.69,398.0,188.74,175.43,297.42,362.6,410.52,894.01,526.58,317.32,135.44,110.85,90.88,83.94,160.9,103.6,143.78,0.0
user1,2026-02-28T09:50:14.416275,119.56,31.25,0.2613,246.85,155.79,0.6311,1.9325,10861.47,39.77,204.7,159.93,260.89,234.1,244.21,278.61,157.17,817.29,234.4,116.35,181.76,364.63,348.97,454.75,946.01,363.12,136.15,133.06,79.95,94.95,143.81,87.09,137.63,0.0278
user1,2026-02-28T09:50:26.368245,124.87,31.7,0.2538,255.25,141.08,0.5527,2.0066,10720.4,39.18,210.02,146.26,274.27,223.16,207.15,617.08,193.85,285.21,201.76,149.41,279.11,356.27,389.34,391.82,432.94,349.49,141.86,119.22,109.64,111.5,125.29,77.78,136.12,0.0
user1,2026-02-28T09:50:41.756840,121.9,33.19,0.2723,296.68,204.97,0.6909,1.467,14240.59,32.02,226.78,158.54,278.43,171.35,188.53,230.84,214.05,0.0,244.1,202.63,240.01,346.88,354.59,410.75,0.0,348.83,149.76,127.37,112.72,87.88,134.59,86.82,124.12,0.0789
user1,2026-02-28T09:50:53.807061,127.06,33.43,0.2631,251.28,92.63,0.3686,2.8275,10553.94,39.8,238.0,160.82,302.37,232.27,200.87,237.24,192.98,268.79,236.87,150.03,229.61,398.82,421.58,373.06,377.97,346.05,155.44,136.15,104.85,109.11,133.59,67.64,117.31,0.0
user1,2026-02-28T09:51:04.835165,120.43,29.3,0.2433,233.63,100.22,0.429,2.322,9812.37,42.8,214.65,180.25,180.75,181.17,636.14,213.41,172.0,250.24,240.08,210.84,189.62,394.9,419.42,837.94,381.07,370.91,143.67,89.39,100.52,103.75,156.98,86.83,122.22,0.0
user1,2026-02-28T09:51:17.015907,130.68,32.04,0.2452,247.59,136.41,0.551,2.0455,11389.1,37.93,259.62,142.61,210.11,197.6,197.98,194.56,197.6,281.67,281.86,176.04,252.7,402.23,345.74,0.0,432.67,432.85,151.42,130.39,119.63,105.93,143.86,68.32,142.95,0.0556
user1,2026-02-28T09:51:30.294785,123.32,34.25,0.2777,259.95,172.74,0.6645,1.6884,12477.44,36.55,219.18,115.1,281.56,180.94,220.59,205.82,429.39,320.69,207.02,189.31,252.88,334.27,330.84,386.89,434.71,321.04,139.2,123.57,104.82,87.35,144.57,92.31,135.07,0.0789
user1,2026-02-28T09:51:42.423351,117.78,33.11,0.2811,264.08,162.75,0.6163,1.9228,11091.28,37.87,210.76,127.93,268.01,189.61,256.01,251.68,184.61,274.84,193.77,162.0,204.94,338.69,340.23,376.59,425.03,343.95,148.43,101.12,97.38,76.1,141.54,70.55,142.37,0.0
user1,2026-02-28T09:51:56.702022,124.75,30.86,0.2473,270.88,155.54,0.5742,2.2042,13543.85,34.55,202.26,160.12,235.42,177.09,170.82,174.74,180.09,269.25,207.84,184.94,161.45,362.38,343.23,413.65,354.62,293.21,116.4,130.07,93.08,109.76,147.48,120.43,143.62,0.1026
user1,2026-02-28T09:52:15.627960,122.37,29.18,0.2385,265.91,192.21,0.7228,1.5228,17667.84,24.45,217.43,199.68,175.27,272.42,224.42,181.83,172.29,277.09,256.57,170.89,215.76,417.12,411.96,0.0,377.2,356.68,137.76,118.21,102.65,89.7,113.12,77.5,135.65,0.0556
user1,2026-02-28T09:52:27.916795,118.87,35.24,0.2964,257.06,161.78,0.6293,1.6608,10796.54,38.9,209.88,158.13,243.54,172.29,197.4,206.45,194.72,316.26,204.69,185.99,291.01,368.01,329.35,381.64,441.25,329.68,129.97,129.58,78.14,120.74,137.7,87.51,133.1,0.0
user1,2026-02-28T09:52:41.490395,126.81,41.15,0.3245,260.67,174.13,0.668,1.6677,12712.96,33.04,176.84,165.5,287.73,259.49,231.55,186.74,183.46,268.24,192.93,454.88,187.4,342.34,397.05,1319.29,388.0,312.69,154.71,124.52,64.87,93.81,151.63,84.33,128.99,0.0
user1,2026-02-28T09:52:54.609257,130.75,36.56,0.2796,245.03,136.81,0.5583,2.0602,12251.52,38.2,226.74,158.91,266.75,165.95,180.65,166.4,191.58,257.69,218.12,0.0,163.5,385.65,323.52,382.51,412.27,372.7,140.04,137.31,103.41,97.34,142.46,96.33,153.66,0.1026
user1,2026-02-28T09:53:06.700497,138.38,36.39,0.2629,243.24,117.06,0.4813,2.1173,10702.58,40.36,227.59,192.88,299.72,187.08,222.86,390.37,190.22,276.49,238.41,191.37,188.64,420.46,347.66,386.57,407.31,369.22,136.42,137.04,110.58,104.46,137.53,83.26,142.63,0.0278
user1,2026-02-28T09:54:20.184208,133.07,30.72,0.2308,247.47,152.59,0.6166,1.7218,10888.81,39.67,212.02,182.24,275.4,181.35,0.0,167.46,207.86,358.9,222.43,162.1,183.33,394.26,330.06,0.0,530.79,394.31,126.53,134.96,108.1,119.15,162.34,82.57,143.69,0.0278
user1,2026-02-28T09:54:31.631835,114.52,29.75,0.2598,252.33,127.07,0.5036,2.1011,10597.75,39.63,206.39,186.68,278.51,254.68,348.75,181.6,186.75,263.13,241.81,201.05,166.38,393.07,975.5,580.72,410.52,389.21,132.03,109.06,85.85,101.83,132.06,87.09,116.96,0.0
user1,2026-02-28T09:54:49.033818,113.8,29.12,0.2559,247.87,135.36,0.5461,2.2195,12393.38,37.76,221.52,143.57,699.44,207.78,167.41,173.84,194.98,288.95,168.4,146.33,238.09,365.09,356.94,354.55,405.35,284.8,112.75,112.71,88.75,107.34,118.76,94.57,108.51,0.1026
user1,2026-02-28T09:55:00.208035,117.51,33.12,0.2819,235.05,140.94,0.5996,1.8922,10342.35,41.77,199.87,104.61,298.13,193.48,203.46,190.27,220.26,250.36,211.09,118.51,179.6,304.48,348.26,320.91,338.9,299.62,175.2,122.3,83.78,100.84,149.73,74.14,109.79,0.0278
user1,2026-02-28T09:55:14.223856,122.91,29.96,0.2438,287.34,186.02,0.6474,1.5874,13217.8,32.68,203.84,196.1,248.06,173.45,238.58,220.56,193.2,252.18,205.22,144.21,247.83,399.94,1371.19,643.19,370.99,324.04,123.35,123.48,91.25,105.06,162.08,91.35,121.6,0.0556
user1,2026-02-28T09:55:24.741787,129.02,34.42,0.2668,228.57,112.14,0.4906,2.2933,9599.8,43.75,211.23,169.95,253.93,160.42,212.59,230.72,224.21,245.78,224.41,181.61,177.66,381.19,328.75,341.89,360.55,339.18,138.21,122.4,96.5,115.12,147.81,77.62,148.32,0.0
user1,2026-02-28T09:57:28.861515,125.37,29.11,0.2322,227.71,82.1,0.3606,2.5468,9563.65,43.92,204.65,158.0,299.11,201.32,188.04,217.8,212.79,295.7,218.17,157.84,163.01,362.64,366.53,414.99,430.76,353.23,123.45,121.01,89.83,125.56,124.36,85.44,138.04,0.0
user1,2026-02-28T09:57:48.723400,114.68,27.73,0.2418,241.73,129.29,0.5348,1.8031,10152.8,41.37,215.06,204.78,276.05,225.8,835.77,234.37,195.62,321.36,221.24,171.25,183.15,419.84,372.06,999.75,447.93,347.82,122.35,110.79,86.59,119.01,125.19,83.79,106.43,0.0
user1,2026-02-28T09:58:02.615410,124.24,34.72,0.2794,276.46,195.31,0.7065,2.0431,12164.03,35.51,213.01,120.57,295.72,181.44,171.17,147.83,164.07,251.02,195.82,139.06,191.97,333.59,314.92,337.74,353.31,298.11,122.92,100.15,93.47,111.58,146.64,91.82,137.28,0.0278
user1,2026-02-28T09:58:17.255215,122.31,32.6,0.2665,288.61,172.58,0.598,2.3567,13853.25,32.92,229.41,374.95,258.73,184.29,0.0,211.66,198.83,276.26,184.49,92.51,244.62,604.35,355.49,0.0,397.52,305.75,115.91,112.07,104.29,95.61,169.6,74.82,140.78,0.0789
user1,2026-02-28T09:58:40.907598,125.02,35.37,0.2829,242.76,111.73,0.4603,2.2273,10681.51,39.32,207.39,123.12,342.02,260.29,305.69,196.86,184.1,272.41,0.0,139.83,216.41,330.51,428.59,491.38,423.31,0.0,165.66,112.25,77.9,93.26,182.64,74.66,124.1,0.0286
user1,2026-02-28T09:58:51.764333,133.89,34.02,0.2541,220.27,92.33,0.4192,2.4631,9691.73,44.57,208.8,156.31,253.01,236.03,264.25,187.87,192.44,0.0,231.16,110.93,164.77,365.11,373.71,402.51,0.0,281.15,147.35,143.18,99.37,118.68,161.74,87.15,142.8,0.0278
user1,2026-02-28T09:59:05.489760,110.78,34.06,0.3074,260.18,121.22,0.4659,2.6568,11447.71,37.74,212.77,151.56,366.06,239.45,197.45,176.86,200.8,256.27,214.87,152.22,250.19,364.33,386.05,766.6,362.05,320.65,148.28,114.07,83.92,104.76,164.73,64.08,103.96,0.0278
user1,2026-02-28T09:59:18.440211,115.46,28.05,0.243,276.97,137.7,0.4972,2.2216,12186.89,35.45,237.9,177.65,298.89,246.61,178.0,235.13,191.21,290.12,225.19,186.49,228.32,429.94,448.65,379.38,456.85,391.92,136.26,103.35,94.33,101.4,136.14,88.24,119.72,0.0278
user1,2026-02-28T09:59:29.718116,118.61,24.2,0.204,248.0,117.87,0.4753,2.0609,10415.91,40.32,202.28,204.51,256.14,152.11,159.33,245.43,212.38,246.08,266.53,705.36,196.94,406.79,319.4,326.43,363.05,383.5,137.76,118.45,101.2,127.11,124.15,94.62,117.06,0.0
user1,2026-02-28T09:59:43.212970,114.33,27.47,0.2403,254.86,157.53,0.6181,1.7241,12743.19,35.78,214.89,168.63,347.29,204.63,219.78,230.7,192.54,284.9,192.77,163.84,281.41,383.53,395.06,411.23,390.22,298.1,141.39,129.27,103.28,103.63,138.59,82.74,107.63,0.1053
user1,2026-02-28T10:00:07.267785,120.79,26.69,0.221,253.22,137.77,0.5441,1.9595,12661.1,36.02,207.98,174.07,307.67,161.3,208.73,234.48,203.86,271.99,199.95,168.76,212.64,382.04,346.18,0.0,408.78,336.73,142.45,117.26,94.81,107.67,143.65,79.73,132.59,0.1053
user1,2026-02-27T21:26:20.872049,113.06,31.39,0.2776,230.73,120.19,0.5209,2.2946,10151.99,42.55,233.62,84.61,0.0,153.81,161.14,129.82,183.83,248.89,222.71,156.46,166.93,318.22,359.45,508.28,423.9,397.72,138.41,113.15,105.58,96.33,97.41,82.92,117.71,0.0278
user1,2026-02-27T21:26:42.062014,124.4,37.89,0.3045,327.81,232.99,0.7107,1.6476,20238.73,23.72,231.41,162.11,848.11,209.91,595.56,617.21,208.91,287.1,224.93,164.46,224.85,393.51,305.33,747.91,422.02,359.85,121.72,141.26,106.32,71.75,111.35,86.72,142.76,0.175
user1,2026-02-27T21:26:58.364440,119.07,31.7,0.2662,251.48,146.49,0.5825,2.1681,15591.7,33.09,213.31,156.21,198.21,262.28,283.4,156.02,251.59,284.44,164.1,135.58,183.05,369.53,318.81,473.31,427.33,306.99,128.0,122.3,103.66,102.87,110.09,96.28,121.06,0.2326
user1,2026-02-27T21:27:10.235613,138.0,35.66,0.2584,243.43,128.42,0.5276,2.3194,10958.15,39.42,195.72,134.0,161.12,217.62,245.1,138.84,237.66,277.53,247.35,120.13,222.05,329.72,336.21,440.89,342.23,312.05,135.92,141.2,101.06,119.64,112.22,110.99,155.3,0.0556
user1,2026-02-27T21:30:43.868448,114.4,25.8,0.2255,296.61,178.79,0.6028,2.2889,14237.11,32.03,203.45,144.39,337.51,252.23,192.94,212.07,222.35,363.56,222.51,211.24,243.94,347.83,467.21,519.33,489.93,348.87,124.58,119.56,92.34,93.31,122.61,82.68,116.86,0.0789
user1,2026-02-27T21:30:54.513812,118.23,29.68,0.251,231.22,93.81,0.4057,2.3094,9711.16,43.25,220.54,206.35,239.6,209.82,261.16,216.04,195.71,286.96,246.23,167.04,193.35,426.89,357.33,442.91,427.76,387.02,129.57,108.59,90.96,113.98,150.68,95.16,115.04,0.0
user1,2026-02-27T21:31:04.323190,118.55,24.56,0.2072,214.15,91.3,0.4263,2.008,8994.33,46.7,193.27,187.79,232.23,182.64,248.92,176.19,192.25,311.33,174.4,135.64,153.08,381.06,312.2,398.65,539.48,402.56,120.73,109.29,96.79,141.86,124.26,86.5,125.18,0.0
user1,2026-02-27T21:31:14.451756,109.63,24.52,0.2237,222.86,141.4,0.6345,1.7982,9359.96,44.87,202.16,125.75,841.33,185.15,200.92,166.57,202.87,331.27,210.82,145.44,146.35,327.91,346.1,371.93,469.27,348.82,140.55,107.6,80.46,91.37,112.82,71.78,111.8,0.0
user1,2026-02-27T21:31:26.587012,120.61,29.19,0.242,262.17,176.3,0.6725,1.4948,11535.32,37.45,212.37,191.16,719.29,243.01,248.45,149.14,198.33,303.23,184.79,139.28,226.53,403.54,368.4,427.5,454.1,335.66,145.88,124.38,90.33,121.87,157.61,93.63,112.14,0.0278
user1,2026-02-27T21:31:37.585260,112.17,28.29,0.2522,244.88,193.45,0.79,1.2888,10285.03,40.84,194.23,153.16,194.63,203.52,216.48,193.48,209.35,247.31,213.95,156.88,166.54,347.39,343.95,383.8,413.06,379.7,120.34,111.77,91.67,107.04,120.43,80.05,108.14,0.0
user1,2026-02-27T21:31:49.583140,109.3,29.94,0.274,232.42,107.79,0.4637,2.2848,11156.3,39.8,203.97,147.78,281.54,194.63,211.92,293.49,198.21,337.23,221.26,193.98,185.09,351.75,345.47,368.36,406.62,290.65,122.91,100.06,86.63,89.0,138.95,78.28,107.16,0.0811
user1,2026-02-27T21:32:00.899376,121.76,29.52,0.2424,249.55,141.21,0.5658,1.779,10481.13,40.07,217.05,195.61,270.76,433.89,217.04,147.72,200.27,327.98,251.95,174.49,201.13,412.67,621.33,1149.45,408.64,332.61,136.12,122.61,101.62,101.19,128.27,80.71,125.24,0.0
user1,2026-02-27T21:32:10.557891,121.6,22.16,0.1822,207.77,62.45,0.3006,2.4519,8726.28,48.13,214.99,145.33,233.18,223.15,227.03,205.95,195.24,247.4,236.98,163.84,177.91,360.33,370.56,400.14,384.09,373.67,138.45,118.76,100.29,106.22,131.77,78.5,127.15,0.0
user1,2026-02-27T21:32:20.715463,122.59,29.17,0.238,222.01,115.41,0.5199,1.9556,9324.51,45.04,203.56,166.77,347.07,171.71,216.0,187.37,202.75,323.55,219.3,173.43,165.42,370.34,314.21,384.95,456.93,352.68,148.17,118.58,99.33,112.93,148.89,72.25,124.42,0.0
user1,2026-02-27T21:32:36.539877,118.51,34.26,0.2891,308.52,283.34,0.9184,1.2928,14809.05,30.79,203.88,171.56,239.92,196.3,216.94,178.3,200.11,306.62,189.0,207.48,237.06,375.44,350.21,371.07,470.07,352.45,147.14,115.21,87.42,100.28,140.88,74.35,113.92,0.0789
user1,2026-02-27T21:32:46.597947,125.1,27.99,0.2238,217.64,91.8,0.4218,2.3064,9140.86,45.95,216.69,137.62,262.08,213.14,240.0,176.12,214.11,312.45,208.31,179.88,182.6,354.31,336.93,394.64,400.18,296.04,138.94,123.41,97.61,101.34,116.01,91.96,134.25,0.0
user1,2026-02-27T21:33:01.680692,116.69,30.41,0.2606,245.77,154.67,0.6294,1.5518,14254.5,33.67,214.06,121.6,239.05,214.37,301.28,187.04,196.17,282.09,0.0,166.56,230.39,335.67,352.46,476.51,459.18,0.0,148.85,124.29,85.63,88.92,131.03,80.88,128.75,0.2
user1,2026-02-27T21:33:15.249937,118.01,28.74,0.2435,277.23,208.35,0.7515,1.7737,12752.64,34.82,209.99,133.18,171.64,167.6,310.62,108.56,189.45,281.67,183.2,144.66,193.4,343.16,1094.08,478.51,386.88,288.42,157.96,113.33,94.1,99.42,140.58,89.4,119.46,0.0541
user1,2026-02-27T21:33:26.106789,114.19,26.71,0.2339,238.65,109.88,0.4604,2.3907,10023.42,41.9,211.77,125.25,298.84,183.91,168.61,129.05,204.09,268.75,233.57,151.95,182.01,337.02,443.39,542.54,884.85,849.67,138.57,114.69,96.25,102.58,127.19,72.48,114.97,0.0
user1,2026-02-27T21:33:36.912159,122.76,30.43,0.2479,227.04,119.78,0.5276,2.2982,9989.78,43.24,214.85,138.02,225.76,172.05,281.34,276.43,177.27,267.11,214.55,167.96,181.2,352.86,325.3,425.68,316.34,263.77,145.2,103.96,90.87,98.89,158.92,73.59,129.27,0.0278
user1,2026-02-27T21:33:48.601777,112.31,31.99,0.2849,235.66,106.13,0.4504,2.4228,10840.36,40.96,203.66,157.4,243.55,222.56,210.72,180.81,209.93,269.84,192.24,177.33,192.06,361.07,375.13,389.91,382.59,304.99,144.2,107.13,94.54,101.38,146.34,72.29,104.58,0.0541
user1,2026-02-27T21:34:03.210849,116.87,26.53,0.227,268.41,159.29,0.5934,1.9995,12883.68,35.39,388.55,155.48,0.0,242.61,616.74,149.13,204.61,271.62,183.9,167.91,240.57,544.03,389.25,878.91,352.5,264.78,137.18,123.33,92.41,107.61,138.77,83.34,123.49,0.0789
